   -13,   -21,     1
    -15,    23,     0
    -11,   -98,     1
    -94,   -20,     0
     96,     9,     1
     83,   -35,     1
    -42,    76,     0
     56,   -21,     1
     77,   -15,     1
     -7,   -15,     1
     -9,    39,     0
    -81,    47,     0
    -74,    -1,     0
    -48,    18,     0
    -55,    91,     0
    -88,   -64,     0
     25,   -42,     1
    -73,   -63,     0
     92,   -41,     1
    -53,    32,     0
   -100,   -85,     0
    -38,   -55,     1
     39,    40,     1
     71,    12,     1
     14,     6,     1
     72,   -11,     1
    -23,    19,     0
    -39,   -80,     1
    -26,   -56,     1
     29,    56,     0
    -14,    24,     0
    -44,    -4,     0
    -37,    66,     0
     49,   -71,     1
    -87,     6,     0
     49,    67,     0
     44,    78,     0
    -68,   -60,     0
     77,    -8,     1
    -63,    45,     0
     77,    60,     1
     69,     8,     1
    -58,     6,     0
     69,   -57,     1
     44,    73,     0
     -6,    -8,     1
     89,    26,     1
     62,   -20,     1
    -36,   -24,     0
     44,   -62,     1
     -2,   -76,     1
    -72,    90,     0
     26,   -12,     1
     42,     6,     1
     31,    56,     0
     24,     0,     1
     -3,   -78,     1
     84,   -14,     1
    -15,   -95,     1
      2,    93,     0
    -45,    49,     0
    -77,    54,     0
     53,     8,     1
    -66,    86,     0
    -59,   -97,     1
     20,    22,     1
     -6,    19,     0
     45,   -18,     1
     20,   -15,     1
    -76,   -30,     0
      9,   -75,     1
    -84,   -42,     0
     36,    -9,     1
      0,   -89,     1
    -86,   -33,     0
    -33,    97,     0
     51,    29,     1
     77,     2,     1
    -25,    77,     0
    -51,   -68,     1
     32,   -49,     1
    -69,   -45,     0
    -40,   -99,     1
    -55,    34,     0
     97,   -49,     1
     24,    95,     0
     -2,   -40,     1
     20,     9,     1
    -74,    10,     0
    -71,   -49,     0
      6,    63,     0
     44,     0,     1
     79,    91,     0
     -8,   -43,     1
     86,    -1,     1
     76,   -58,     1
    -78,   -76,     1
     15,    -7,     1
    -25,    51,     0
     -9,    41,     0
     86,    64,     1
    -92,    94,     0
     78,    28,     1
    -98,    96,     0
    -23,   -20,     0
      2,    10,     0
     92,    71,     1
     -5,    76,     0
    -22,   -91,     1
    -39,   -36,     0
     -8,    -2,     0
     42,   -27,     1
     89,   -47,     1
     49,    82,     0
     17,    82,     0
    -89,    11,     0
   -100,   -70,     0
    -19,   -54,     1
      7,   -38,     1
     42,    17,     1
    -52,   -88,     1
   -100,   -62,     0
     -2,    23,     0
    -76,   -74,     1
    -37,   -83,     1
    -18,   -44,     1
     26,   -56,     1
     31,   -62,     1
    -81,    84,     0
