    54,   -33,     1
    -68,    17,     0
    -51,   -81,     0
    -18,    65,     0
    -68,   -59,     0
    -81,    54,     0
     97,   -12,     1
    -74,   -51,     0
     74,   -87,     1
    -88,   -48,     0
    -11,    35,     0
    -48,    39,     0
     11,   -92,     1
    -67,    17,     0
      2,   100,     0
     96,    53,     0
    -53,    48,     0
     34,    25,     0
     71,    10,     0
     81,   -97,     1
     17,   -44,     0
     49,   -57,     1
    -90,   -44,     0
    -74,    -9,     0
    -56,    11,     0
    -86,   -81,     0
    -35,    26,     0
     51,   -11,     1
    -54,    14,     0
    -58,   -46,     0
    -65,    55,     0
    -84,    10,     0
     47,    31,     0
     31,    38,     0
    -78,   -29,     0
     20,   -31,     0
     63,   -77,     1
    -17,    59,     0
     76,   -30,     1
     63,   -76,     1
    -31,    -8,     0
     -9,   -23,     0
    -88,   -16,     0
     99,    62,     0
     10,    62,     0
     -9,    18,     0
    100,    47,     0
     -7,    23,     0
    -75,    80,     0
    -67,   -56,     0
     26,    -1,     0
     -8,   -80,     1
    -83,    82,     0
    -20,   -96,     1
     -7,    72,     0
     73,     1,     1
     -2,   -53,     0
     95,   -71,     1
    -76,   -38,     0
     76,   -44,     1
     20,   -46,     1
     83,    21,     1
    -68,    84,     0
    -79,   -72,     0
     28,   -47,     1
    -98,    71,     0
    -39,    82,     0
     -8,   -34,     0
     99,    63,     0
    -41,    76,     0
    -37,    92,     0
     86,    -1,     1
     -2,    99,     0
    -21,    90,     0
    -82,   -24,     0
     46,    49,     0
    -66,   -28,     0
     32,    26,     0
     45,    35,     0
    -92,   -40,     0
     -3,   -31,     0
    -85,   -33,     0
    -76,   -72,     0
    -25,    52,     0
     73,    72,     0
    -74,    73,     0
     19,    18,     0
     84,   -89,     1
     41,     0,     0
    -27,   100,     0
     91,     3,     1
     34,  -100,     1
     -1,     6,     0
    -39,    72,     0
    -87,     7,     0
    -99,    33,     0
      8,   -11,     0
     57,   -68,     1
    -69,    63,     0
     96,   -43,     1
     32,    62,     0
     64,   -39,     1
    -86,    24,     0
    -73,    62,     0
     96,    80,     0
    -64,    85,     0
    -73,   -92,     0
     35,   -75,     1
    -56,    32,     0
    -36,     0,     0
      7,    -8,     0
      4,    15,     0
    -23,    72,     0
    -29,    72,     0
    -16,   -54,     0
     45,   -82,     1
    -70,    81,     0
     15,    37,     0
    -85,   -30,     0
    -29,   -77,     0
     -2,   -13,     0
    -54,   -60,     0
    -49,   -82,     0
    -46,   -61,     0
    -17,   -97,     1
    -62,   -47,     0
     19,   -77,     1
    -70,   -16,     0
    -92,    -4,     0
     91,    79,     0
     83,   -57,     1
     25,   -97,     1
     57,   -99,     1
     52,   -34,     1
    -79,    82,     0
     55,   -76,     1
     92,   -32,     1
     22,    15,     0
     98,    98,     0
     -8,   -25,     0
    -94,    44,     0
    -50,   -19,     0
     65,    13,     0
     15,   -39,     0
    -42,   -46,     0
     42,   -52,     1
     12,   -35,     0
    -45,   -47,     0
      0,    14,     0
    -75,   -91,     0
     63,   -60,     1
     44,    37,     0
    -68,    70,     0
     -5,    42,     0
    -41,   -55,     0
     81,    24,     0
    -54,    20,     0
    -74,   -90,     0
    -59,   -54,     0
     28,   -56,     1
     34,    32,     0
    -40,    13,     0
     31,    33,     0
      1,   -94,     1
     53,    58,     0
     65,   -24,     1
    -29,   -34,     0
     41,   -23,     1
    -94,    -9,     0
    -44,   -33,     0
    -90,     8,     0
    -24,   100,     0
      6,    78,     0
