    54,    13,     1
     80,   -27,     0
    -33,    24,     1
    -83,   -25,     1
    -63,    62,     1
     45,    35,     1
     83,    65,     0
     10,   -97,     1
    -81,     3,     1
     91,    69,     0
     87,    95,     0
    -26,   -36,     1
     57,   -58,     1
     92,    86,     0
    -27,   -31,     1
     39,    44,     1
     60,    19,     0
    -81,    12,     1
    -92,    52,     1
     32,    20,     1
    -55,    43,     1
     45,   -31,     1
    -94,    69,     1
     54,     2,     1
     42,    59,     1
    -34,    83,     1
     15,   -43,     1
    -47,    78,     1
    -27,   -70,     1
     90,    30,     0
     97,   -62,     0
     66,    -1,     0
     18,   -91,     1
     13,    27,     1
      0,   -89,     1
      3,   -90,     1
     69,    19,     0
     38,    30,     1
     25,    91,     1
    -65,    -5,     1
     69,    -1,     0
     53,   -64,     1
     39,    83,     1
    -68,   -14,     1
    -92,   -55,     1
     33,    75,     1
    -31,   -95,     1
     81,    -6,     0
     83,   -35,     0
     38,   -97,     1
      2,   -34,     1
    -33,    91,     1
     50,   -33,     1
     27,   -17,     1
     15,    92,     1
     23,   -70,     1
     68,    45,     0
    -79,   -68,     1
    -41,   -15,     1
      6,   -45,     1
     66,    59,     0
    -45,    23,     1
    -80,    34,     1
    -31,    34,     1
    -41,    36,     1
    -21,   -22,     1
    -59,    45,     1
     64,    86,     0
      3,   -62,     1
     21,   -61,     1
    -18,    71,     1
    -14,    86,     1
    -26,    40,     1
     18,   -80,     1
    -18,    85,     1
    -89,   -23,     1
    -52,   -55,     1
    -29,    85,     1
      1,    61,     1
    -30,    -8,     1
     91,   -74,     0
    -86,    41,     1
     87,   -79,     0
     30,   -71,     1
     39,    25,     1
    -92,    60,     1
     98,   -13,     0
    -31,   -91,     1
    -55,    16,     1
     20,   -50,     1
     31,   -88,     1
     89,   -82,     0
    -33,    30,     1
      1,     6,     1
    -24,    54,     1
    -44,    30,     1
     85,   -34,     0
     63,    58,     0
    -76,   -69,     1
    -17,    38,     1
     32,    36,     1
    -99,   -75,     1
     53,    69,     0
     50,    89,     0
     84,   -56,     0
      2,    58,     1
      5,    24,     1
     12,    46,     1
    -88,    -1,     1
    -54,   -33,     1
     10,    49,     1
    -18,     2,     1
    -75,   -57,     1
    -42,   -10,     1
    -52,   -48,     1
     79,    17,     0
     88,    24,     0
    -50,   -80,     1
      9,   -12,     1
     38,    52,     1
    -20,    14,     1
    -59,    89,     1
      3,   -45,     1
    -54,    91,     1
     38,    42,     1
     32,    56,     1
     16,     1,     1
     76,   -22,     0
    -52,   -44,     1
     81,    41,     0
     71,   -24,     0
     27,   -94,     1
     84,    -6,     0
      4,    54,     1
    -33,    25,     1
    -35,   -38,     1
     29,   -13,     1
    -80,   -53,     1
     95,    40,     0
     32,   -35,     1
    -97,    14,     1
    -93,   -47,     1
    -62,   -10,     1
     54,    26,     0
    -37,   -42,     1
    -85,   -66,     1
     44,   -83,     1
     84,   -14,     0
    -84,    15,     1
     67,   -31,     0
     56,    42,     0
     18,   -25,     1
    -21,   -14,     1
    -15,   -56,     1
     -1,   -92,     1
     13,   -91,     1
     75,    72,     0
    -33,    95,     1
     91,    98,     0
    -69,  -100,     1
    -51,   -31,     1
    -54,    51,     1
    -55,   -10,     1
    -48,   -31,     1
     81,   -98,     0
    -74,   -22,     1
     68,   -58,     1
     87,    94,     0
    -25,    97,     1
    -76,    52,     1
     16,    24,     1
