72,-68,3
-46,-12,0
50,67,6
3,62,7
97,96,6
20,-84,2
-63,21,9
-98,68,9
-95,63,9
-40,-24,0
9,-51,2
-82,9,9
-75,-73,1
0,-78,2
51,-61,3
49,-58,3
59,86,6
18,61,7
11,-67,2
-21,-57,1
80,-15,4
-34,-14,0
-85,29,9
73,-73,3
9,-37,2
37,-42,3
-69,10,9
25,-89,2
-48,-65,1
31,84,7
-89,-31,0
-90,46,9
-81,39,9
-79,76,8
-75,32,9
41,11,5
-77,-51,0
54,-98,3
-81,-28,0
-73,45,9
6,-37,2
25,22,6
-92,-27,0
-76,13,9
-62,-81,1
52,-7,4
85,89,6
54,-46,3
82,84,6
54,-82,3
6,-47,2
88,-93,3
76,-20,4
-7,-25,1
-36,-15,0
91,83,6
-68,-95,1
41,75,6
-9,-26,1
65,-26,4
35,-11,4
43,-80,3
-65,80,8
-97,45,9
-82,6,9
-12,49,8
43,36,6
59,-16,4
-85,-42,0
-69,77,8
-79,53,9
70,-13,4
-48,52,8
93,13,5
-31,-85,1
-98,-69,0
-47,78,8
-70,-71,1
-58,74,8
45,-83,3
-85,-42,0
-51,-94,1
5,-45,2
-40,26,9
71,-87,3
-37,-99,1
76,71,6
-38,42,8
79,39,5
83,74,6
67,27,5
38,-12,4
80,100,6
73,-53,3
-78,32,9
37,59,6
47,-12,4
-33,49,8
76,11,5
-42,-56,1
-82,84,8
86,-23,4
-85,87,8
85,-13,4
69,19,5
-54,-39,0
-63,37,9
-33,65,8
85,42,5
-74,-49,0
-26,-43,1
-72,51,9
84,15,5
66,15,5
-61,67,8
25,84,7
13,89,7
-33,-7,0
-70,11,9
80,-78,3
-29,-76,1
-12,100,7
9,88,7
69,9,5
-4,77,7
-95,70,9
60,22,5
-74,-44,0
88,91,6
-54,81,8
65,59,6
-42,-48,1
-93,100,8
0,95,7
-60,9,9
-12,28,8
-39,28,9
28,87,7
-86,-20,0
94,26,5
50,54,6
-77,12,9
-14,-47,1
46,-82,3
-51,-32,0
-50,-23,0
95,33,5
39,38,6
-40,-85,1
-53,63,8
51,95,6
-64,82,8
5,-93,2
21,80,7
-46,6,9
-99,-91,1
-66,-23,0
79,-39,4
-48,-33,0
99,96,6
83,-89,3
-60,-18,0
79,77,6
42,69,6
-47,35,9
68,-81,3
-17,-61,1
76,-38,4
76,83,6
100,92,6
-62,23,9
-21,-56,1
13,73,7
81,69,6
83,74,6
9,53,7
-34,74,8
66,-48,3
23,16,6
91,-11,4
67,55,6
-77,83,8
-88,-53,0
-65,17,9
55,-53,3
-49,-55,1
-13,52,8
-47,-70,1
77,-27,4
61,45,6
68,31,5
34,41,6
-38,-6,0
-100,-63,0
-59,6,9
-52,-11,0
80,-77,3
-60,69,8
66,-26,4
-77,28,9
22,-91,2
67,28,5
-11,95,7
41,69,6
-58,-19,0
-71,72,8
50,18,5
69,-35,4
-48,90,8
-93,54,9
35,-56,3
53,-64,3
-75,-85,1
-92,-60,0
-73,-31,0
-33,-18,0
-16,5,9
25,95,7
50,19,5
-11,30,8
82,93,6
-65,41,9
5,-34,2
98,-5,4
-60,-20,0
67,68,6
35,-95,2
28,-29,3
95,53,5
53,19,5
75,24,5
-61,-32,0
5,-78,2
-29,-37,1
34,46,6
100,-93,3
-70,-43,0
72,-25,4
54,-25,4
63,-24,4
-43,-90,1
93,-86,3
-7,94,7
41,-9,4
-63,99,8
83,-76,3
29,-21,3
-35,-14,0
-29,56,8
-2,68,7
32,-100,2
54,-83,3
3,-46,2
-11,38,8
-59,80,8
-68,26,9
-80,-21,0
-36,-52,1
-9,23,8
-55,-76,1
38,7,5
71,-82,3
-15,51,8
8,-44,2
97,-71,3
37,52,6
4,58,7
-30,42,8
-46,85,8
98,-9,4
-97,96,8
-85,9,9
-61,-11,0
91,13,5
67,67,6
63,62,6
-21,-57,1
42,46,6
88,-43,4
-49,74,8
76,-89,3
-39,-16,0
49,-82,3
-75,85,8
-73,78,8
92,91,6
83,-93,3
-46,34,9
-93,53,9
-56,-19,0
68,64,6
-6,-28,1
-77,-29,0
16,63,7
96,-8,4
80,-34,4
-24,-75,1
95,-73,3
-42,-80,1
-27,-97,1
-98,-91,1
-71,66,8
21,86,7
-94,89,8
5,-62,2
-61,16,9
-29,-13,0
-63,75,8
-82,-38,0
-56,96,8
72,-30,4
30,93,7
28,-83,2
-42,100,8
-43,-86,1
-4,18,8
-8,-98,2
-30,-48,1
-40,9,9
-60,-98,1
15,61,7
71,79,6
-27,82,8
-56,-37,0
-3,-79,2
84,-11,4
-1,95,7
70,-84,3
22,74,7
-47,-63,1
62,65,6
34,7,5
9,32,7
-21,58,8
88,79,6
-31,-70,1
84,61,6
-60,-93,1
3,71,7
-20,62,8
-69,95,8
-44,-65,1
90,46,5
55,50,6
43,73,6
-6,18,8
17,-44,2
73,36,5
7,-58,2
-26,-35,1
-30,-71,1
72,83,6
89,93,6
-71,-83,1
54,-54,3
-44,24,9
69,-33,4
100,51,5
-72,-14,0
77,94,6
-77,87,8
7,-55,2
70,-85,3
30,-28,3
-70,75,8
93,-20,4
-82,92,8
-18,12,9
-70,46,9
27,-31,3
96,-82,3
-64,-66,1
-43,50,8
22,-62,2
15,-37,2
17,71,7
41,13,5
-90,27,9
68,-51,3
8,63,7
-67,47,9
-60,-16,0
96,97,6
99,86,6
49,12,5
99,14,5
25,97,7
-72,-66,1
-78,-80,1
-17,-38,1
-1,82,7
-64,19,9
-99,-73,0
-37,-26,0
95,39,5
-73,-81,1
-96,21,9
-2,59,7
-48,-22,0
9,21,7
-38,67,8
-69,16,9
77,6,5
5,96,7
69,74,6
-9,-81,2
29,23,6
10,-53,2
82,-84,3
-39,-75,1
97,76,6
-63,28,9
-62,-36,0
61,-49,3
-44,-50,1
-90,19,9
-81,-81,1
28,31,6
86,65,6
25,-27,3
-81,-52,0
50,54,6
72,94,6
45,-64,3
-79,75,8
-38,74,8
51,-55,3
41,39,6
83,46,5
96,34,5
54,42,6
71,87,6
79,-34,4
-55,28,9
-90,-33,0
83,44,5
47,-61,3
-48,-95,1
71,-15,4
-56,99,8
-77,-23,0
58,48,6
-98,-26,0
-56,-32,0
-42,78,8
62,82,6
-56,98,8
-53,-87,1
-33,-49,1
61,12,5
48,70,6
85,29,5
-77,-42,0
39,-12,4
-63,-10,0
-49,-17,0
95,-95,3
73,37,5
-29,43,8
-83,43,9
-22,-10,0
43,-59,3
91,49,5
65,95,6
-16,43,8
79,91,6
-34,7,9
89,83,6
90,33,5
-42,-90,1
23,-96,2
92,-95,3
-59,-59,1
11,37,7
-73,-91,1
69,-29,4
-47,82,8
38,-32,3
-60,11,9
-60,-83,1
-94,36,9
-53,82,8
32,24,6
83,-90,3
11,28,7
-26,-74,1
95,-41,4
15,89,7
88,14,5
37,-59,3
85,76,6
71,28,5
43,-77,3
-84,16,9
73,-12,4
92,-87,3
-36,26,9
-84,80,8
-73,80,8
-33,-42,1
-35,80,8
72,63,6
-41,-15,0
-6,21,8
-72,69,8
65,100,6
-66,83,8
-97,47,9
-81,-32,0
-3,70,7
-72,-70,1
2,-54,2
64,-99,3
42,79,6
100,-52,4
-74,15,9
61,51,6
-51,-25,0
45,15,5
63,64,6
100,-87,3
-35,-99,1
-85,-80,1
-83,56,9
58,-96,3
5,-48,2
